Date,Portfolio
2020-01-03,-0.009939305858480667
2020-01-06,0.012899708609776099
2020-01-07,-0.0034293519086122785
2020-01-08,0.007753528433955073
2020-01-09,0.012166180131273505
2020-01-10,-0.0013491902775693233
2020-01-13,0.011280529922604891
2020-01-14,-0.00971647939669913
2020-01-15,0.001046069110184044
2020-01-16,0.011676606446210571
2020-01-17,0.0073925645485170555
2020-01-21,0.0014924739794590445
2020-01-22,-0.0006408720834979757
2020-01-23,0.002491805943920271
2020-01-24,-0.00945351593433101
2020-01-27,-0.02213255032584737
2020-01-28,0.01846498199090891
2020-01-29,0.010753601217538624
2020-01-30,0.00787113061516059
2020-01-31,-0.0009746549075203138
2020-02-03,0.013316106735408947
2020-02-04,0.015474103283073526
2020-02-05,0.0006371990736385885
2020-02-06,0.014424192155816258
2020-02-07,0.0009810273971635913
2020-02-10,0.019068551627777035
2020-02-11,-0.005018637634427874
2020-02-12,0.008715204978658651
2020-02-13,-0.005183001484697157
2020-02-14,0.0014135864009718504
2020-02-18,0.0004436428332268219
2020-02-19,0.0069169507036603755
2020-02-20,-0.00970053051530785
2020-02-21,-0.026065329448205776
2020-02-24,-0.044697996638599816
2020-02-25,-0.023340574092323697
2020-02-26,0.008653024181391605
2020-02-27,-0.06146083881674845
2020-02-28,0.010339520970447902
2020-03-02,0.056142253444297546
2020-03-03,-0.0350862687997092
2020-03-04,0.037021988731268794
2020-03-05,-0.033636256879438206
2020-03-06,-0.017152589998329207
2020-03-09,-0.06764079861990828
2020-03-10,0.05819829755100234
2020-03-11,-0.04291366510960574
2020-03-12,-0.09294067440666473
2020-03-13,0.09927956171482571
2020-03-16,-0.11900984347318014
2020-03-17,0.05779931100825151
2020-03-18,-0.019983800160100894
2020-03-19,0.01366818080211107
2020-03-20,-0.04061217463490724
2020-03-23,-0.0036233961940157285
2020-03-24,0.06787819052248187
2020-03-25,-0.0172382982295186
2020-03-26,0.050594396402197504
2020-03-27,-0.03982134570417727
2020-03-30,0.04028006159451504
2020-03-31,-0.0029039410464795543
2020-04-01,-0.04121883785414086
2020-04-02,0.0140798733347082
2020-04-03,-0.01303740618734486
2020-04-06,0.0703900359410943
2020-04-07,-0.004005535444280941
2020-04-08,0.017799778962524285
2020-04-09,0.001694100850050509
2020-04-13,0.021189500495483383
2020-04-14,0.048321399870406685
2020-04-15,-0.0038442518043382556
2020-04-16,0.02005736859077125
2020-04-17,-0.0004394340441535075
2020-04-20,-0.011811105657602367
2020-04-21,-0.03524923869431148
2020-04-22,0.028580201480149666
2020-04-23,0.002282439754019969
2020-04-24,0.0138241813276552
2020-04-27,-0.005242071267596855
2020-04-28,-0.024496748151211365
2020-04-29,0.04660282495758131
2020-04-30,0.01900604443500704
2020-05-01,-0.03588394137672958
2020-05-04,0.013864589578880197
2020-05-05,0.011477410057267766
2020-05-06,0.007932857076687234
2020-05-07,0.010145856084585575
2020-05-08,0.0113453910589495
2020-05-11,0.013197641192907054
2020-05-12,-0.019174573425660424
2020-05-13,-0.01061496139053119
2020-05-14,0.006390214832486884
2020-05-15,0.007281379049232987
2020-05-18,0.012100357602932953
2020-05-19,-0.002772843639882425
2020-05-20,0.01941632116478974
2020-05-21,-0.010497234153730807
2020-05-22,0.0018546608499707845
2020-05-26,-0.0044676260301092325
2020-05-27,3.8508145703302645e-05
2020-05-28,-0.0017792818229229387
2020-05-29,0.009232684410258435
2020-06-01,0.005634945064235896
2020-06-02,0.005414324545498572
2020-06-03,0.002054098860811235
2020-06-04,-0.011648949325701864
2020-06-05,0.019574105975454715
2020-06-08,0.008506822002918248
2020-06-09,0.017866251772257133
2020-06-10,0.022057719832540477
2020-06-11,-0.04565102521272796
2020-06-12,0.004803979191303458
2020-06-15,0.008747911774334625
2020-06-16,0.02118362236702864
2020-06-17,0.00400812401700359
2020-06-18,0.0007995150658313777
2020-06-19,-0.0026120189651382196
2020-06-22,0.021431448186232792
2020-06-23,0.013847234591731655
2020-06-24,-0.017671582541148152
2020-06-25,0.00973610705387893
2020-06-26,-0.03253507995880231
2020-06-29,0.013481022391851533
2020-06-30,0.019304913468982214
2020-07-01,0.01580541065831758
2020-07-02,0.007699299303988669
2020-07-06,0.030950069799158528
2020-07-07,-0.010027107767051275
2020-07-08,0.020138844607037652
2020-07-09,0.013412851988668505
2020-07-10,0.004366145979479728
2020-07-13,-0.02100322955865027
2020-07-14,0.005450458143902407
2020-07-15,-0.005479688368672689
2020-07-16,-0.009165598111471007
2020-07-17,-0.0046467046897639514
2020-07-20,0.04243875460263227
2020-07-21,-0.012755033108494825
2020-07-22,0.002623015934180371
2020-07-23,-0.03988203596702953
2020-07-24,-0.001702161012226166
2020-07-27,0.01631357655936823
2020-07-28,-0.015176931668007057
2020-07-29,0.013290082541504829
2020-07-30,0.006745115502861556
2020-07-31,0.026990685111499147
2020-08-03,0.014821535199868072
2020-08-04,-0.0015618409951420045
2020-08-05,0.006692379042828678
2020-08-06,0.018431421759844416
2020-08-07,-0.015858122660990542
2020-08-10,-0.0032063467017630107
2020-08-11,-0.021615265853620443
2020-08-12,0.026216863395903397
2020-08-13,0.00525891254909275
2020-08-14,-0.0030029654662949382
2020-08-17,0.005630481974566718
2020-08-18,0.019960244657519433
2020-08-19,-0.006965701861942205
2020-08-20,0.019119846772187234
2020-08-21,0.009669163577674035
2020-08-24,0.006997679115042235
2020-08-25,0.0073483421354825305
2020-08-26,0.021638056396313388
2020-08-27,-0.00238569372701184
2020-08-28,0.003953920333910014
2020-08-31,0.006691240516372649
2020-09-01,0.019040468059025848
2020-09-02,0.01107655391262808
2020-09-03,-0.06182798593641521
2020-09-04,-0.01639780259231142
2020-09-08,-0.05183345051417354
2020-09-09,0.03330427406467986
2020-09-10,-0.02610370853322889
2020-09-11,-0.011312405061569759
2020-09-14,0.00686406892425565
2020-09-15,0.01302330671680467
2020-09-16,-0.022033694988203217
2020-09-17,-0.016520907812349418
2020-09-18,-0.021813369368999476
2020-09-21,0.006971020476967543
2020-09-22,0.028826243049125524
2020-09-23,-0.03840876170203085
2020-09-24,0.00980722266880608
2020-09-25,0.02383105826955822
2020-09-28,0.01751495187465469
2020-09-29,-0.005564805974178423
2020-09-30,0.0076509173547675054
2020-10-01,0.014094271072463128
2020-10-02,-0.02876351345864277
2020-10-05,0.02311112136715051
2020-10-06,-0.025940480573597505
2020-10-07,0.017919343746194187
2020-10-08,0.004377937220127666
2020-10-09,0.022376307282324412
2020-10-12,0.04220687767804945
2020-10-13,-0.004631388054658862
2020-10-14,-0.008518228272014079
2020-10-15,-0.0055013036406918285
2020-10-16,-0.006553882089549086
2020-10-19,-0.023885672312492473
2020-10-20,0.007969539662380926
2020-10-21,0.0018689230094820638
2020-10-22,0.0002632136777528792
2020-10-23,0.006272286599215297
2020-10-26,-0.014553443721667605
2020-10-27,0.015487311171846166
2020-10-28,-0.048309890571693215
2020-10-29,0.022893423769026904
2020-10-30,-0.02183923764548759
2020-11-02,-0.0017342668317304692
2020-11-03,0.015716492039121926
2020-11-04,0.05188928302221537
2020-11-05,0.02509862796794369
2020-11-06,-0.0009976396334038687
2020-11-09,-0.02381798350559564
2020-11-10,-0.021532943731125215
2020-11-11,0.023612044540427646
2020-11-12,-0.004672729646136814
2020-11-13,0.007016234219377486
2020-11-16,0.003429840837530771
2020-11-17,-0.006488892084816499
2020-11-18,-0.011602411477204751
2020-11-19,0.006361689358595639
2020-11-20,-0.009746865529111245
2020-11-23,-0.009236163985262025
2020-11-24,0.014091049889433572
2020-11-25,0.007219852031079033
2020-11-27,0.006816157259662756
2020-11-30,-0.0028817753679321913
2020-12-01,0.01992016162781756
2020-12-02,0.002560430788979882
2020-12-03,-0.003343252680957049
2020-12-04,-0.002905612959933259
2020-12-07,0.0016805366505710146
2020-12-08,0.0040050941187742975
2020-12-09,-0.020682738071766522
2020-12-10,-0.00019421809418603908
2020-12-11,0.0037531496999566507
2020-12-14,-0.00015385129283475426
2020-12-15,0.014037084238438177
2020-12-16,0.01117153591408319
2020-12-17,-0.000866856487831454
2020-12-18,-0.00967693453497979
2020-12-21,0.009171633082007628
2020-12-22,0.0064795459978759795
2020-12-23,-0.005532357862310359
2020-12-24,0.003736978001644357
2020-12-28,0.025543642178403877
2020-12-29,-0.0036670632480106354
2020-12-30,-0.010724545734828443
2020-12-31,-0.000961151568795468
2021-01-04,-0.020896995570799614
2021-01-05,0.0078097209092625585
2021-01-06,-0.02391025793583541
2021-01-07,0.02464842294171784
2021-01-08,0.008573710738810306
2021-01-11,-0.01960007808073048
2021-01-12,-0.005477551408349549
2021-01-13,0.010651610411880643
2021-01-14,-0.013076929443109137
2021-01-15,-0.00623113519592903
2021-01-19,0.015189801761644911
2021-01-20,0.04126294185247265
2021-01-21,0.013562363526714577
2021-01-22,0.005068241477678232
2021-01-25,0.011118269144772194
2021-01-26,0.007675210204780824
2021-01-27,-0.020391952968523103
2021-01-28,0.002541946290465484
2021-01-29,-0.022884571964550935
2021-02-01,0.03151843463564016
2021-02-02,0.007610567822694253
2021-02-03,0.014197343802899512
2021-02-04,0.00608910401749737
2021-02-05,0.005251618786359257
2021-02-08,-0.0021518078103657367
2021-02-09,-0.0027628368429753313
2021-02-10,-0.002183283910183434
2021-02-11,-0.0003619418713555532
2021-02-12,0.0028960474308008925
2021-02-16,-0.004184773515206341
2021-02-17,0.000590607254988651
2021-02-18,-0.0026288711094672674
2021-02-19,-0.010581115958748406
2021-02-22,-0.02390387609635028
2021-02-23,0.00018798534509560367
2021-02-24,0.00045957306468955234
2021-02-25,-0.031359132707594474
2021-02-26,0.007877285654031316
2021-03-01,0.028070907759019
2021-03-02,-0.013300713688684183
2021-03-03,-0.026878243514111666
2021-03-04,-0.004407142565780852
2021-03-05,0.017540602645135208
2021-03-08,-0.030215624026161788
2021-03-09,0.030168804807689374
2021-03-10,-0.004697932087029879
2021-03-11,0.021419368245042904
2021-03-12,-0.011404100233053858
2021-03-15,0.0049499363559698225
2021-03-16,0.01061705190961655
2021-03-17,0.0009983314158959868
2021-03-18,-0.031538496533183635
2021-03-19,0.0030184870520252277
2021-03-22,0.016395063496271928
2021-03-23,0.0033879983682338077
2021-03-24,-0.012420838818266482
2021-03-25,-0.005631632547779639
2021-03-26,0.005217969438080288
2021-03-29,0.0035773791426326677
2021-03-30,-0.008300329255259175
2021-03-31,0.013946464503870876
2021-04-01,0.021987195095692077
2021-04-05,0.028063838352265818
2021-04-06,-0.0019235000715135866
2021-04-07,0.012993496185008337
2021-04-08,0.01087469334202667
2021-04-09,0.015268125292445044
2021-04-12,-0.005623974272369385
2021-04-13,0.011122018217631625
2021-04-14,-0.0136921074789566
2021-04-15,0.016649496713193015
2021-04-16,0.0017863947137507915
2021-04-19,-0.0019199729710907836
2021-04-20,-0.007651256261730026
2021-04-21,0.004935343807822087
2021-04-22,-0.013053117761742578
2021-04-23,0.015910161127657647
2021-04-26,0.007256791298898983
2021-04-27,-0.0016538522639882487
2021-04-28,0.001620530913665966
2021-04-29,0.002263820159905802
2021-04-30,-0.008555471390984596
2021-05-03,-0.005285554513926767
2021-05-04,-0.02254786161534951
2021-05-05,-0.003127380227696386
2021-05-06,0.011616105439091832
2021-05-07,0.00448253679779094
2021-05-10,-0.026100610865488344
2021-05-11,-0.0025943626293785586
2021-05-12,-0.027217398645687653
2021-05-13,0.012625338401539808
2021-05-14,0.020409378749562227
2021-05-17,-0.000524856590351939
2021-05-18,-0.010814015641616413
2021-05-19,0.0012558910846154855
2021-05-20,0.013726866082207898
2021-05-21,-0.009901673306089806
2021-05-24,0.019399626362911454
2021-05-25,0.001816105842083254
2021-05-26,0.001979674913022452
2021-05-27,-0.009846746284281024
2021-05-28,-0.0021329192885697233
2021-06-01,-0.0007319413276734514
2021-06-02,0.0015374113131996453
2021-06-03,-0.010766513945090666
2021-06-04,0.01617950620985488
2021-06-07,0.003281493972658053
2021-06-08,0.005150733683447592
2021-06-09,0.004065646856349142
2021-06-10,0.009531367103894312
2021-06-11,0.0023598604900845407
2021-06-14,0.012670509723962747
2021-06-15,-0.005249128097386135
2021-06-16,0.0010581065860478132
2021-06-17,0.01388669465281117
2021-06-18,-0.007491102882981629
2021-06-21,0.007709904615039487
2021-06-22,0.010640767337276421
2021-06-23,-0.0012809489399121746
2021-06-24,-0.00238219320300087
2021-06-25,-0.005591709677990608
2021-06-28,0.009738612970022216
2021-06-29,0.005109687352516678
2021-06-30,-0.00026197807019036194
2021-07-01,0.0014131420815187362
2021-07-02,0.021655246955749476
2021-07-06,0.016980894668853875
2021-07-07,0.008459949682174948
2021-07-08,-0.0050605710567153996
2021-07-09,0.0038476539745837856
2021-07-12,0.001220741900556576
2021-07-13,0.003177334246374226
2021-07-14,0.009356713958801863
2021-07-15,-0.008303554666580032
2021-07-16,-0.007857477707171929
2021-07-19,-0.016615650467242667
2021-07-20,0.013396163690064609
2021-07-21,0.004046629721026311
2021-07-22,0.011933138120232195
2021-07-23,0.016106248727907106
2021-07-26,0.005031568708644827
2021-07-27,-0.014959412271630636
2021-07-28,0.0047491091386782595
2021-07-29,-0.001304365020489835
2021-07-30,-0.02262236916139853
2021-08-02,-0.0001329161812378515
2021-08-03,0.009180347463461483
2021-08-04,-0.003016973571687928
2021-08-05,0.006454617957194559
2021-08-06,-0.004499515132117042
2021-08-09,0.0008609541310005294
2021-08-10,-0.0042678550267957055
2021-08-11,-0.00223635191163888
2021-08-12,0.01015597324766855
2021-08-13,0.003209178742458116
2021-08-16,0.006288533059059569
2021-08-17,-0.010192643775787302
2021-08-18,-0.01338198292218466
2021-08-19,0.005092387461319249
2021-08-20,0.012997894522614909
2021-08-23,0.012593984705305579
2021-08-24,0.003383231470289067
2021-08-25,-0.001675681979975749
2021-08-26,-0.0036691953721600373
2021-08-27,0.009328878133813721
2021-08-30,0.01702690452018052
2021-08-31,0.0002283385799195577
2021-09-01,0.0025597572587960737
2021-09-02,-0.0031881506039243227
2021-09-03,0.0029109181848041873
2021-09-07,0.006218947710777649
2021-09-08,-0.0023800595114907793
2021-09-09,-0.007369128509775806
2021-09-10,-0.015478532662041595
2021-09-13,0.0037579501224264196
2021-09-14,-0.00020299219988619216
2021-09-15,0.010837166059538182
2021-09-16,-0.0006037052769744964
2021-09-17,-0.01584094452148402
2021-09-20,-0.021638948227830773
2021-09-21,0.0009412320805167471
2021-09-22,0.012314941137842029
2021-09-23,0.0067946682603325925
2021-09-24,0.00243599667243463
2021-09-27,-0.010476168333190776
2021-09-28,-0.031390922930557404
2021-09-29,-0.001815308146094264
2021-09-30,-0.006661105509860299
2021-10-01,0.013480528191443535
2021-10-04,-0.024019938484418038
2021-10-05,0.015272121688631025
2021-10-06,0.01129076612331252
2021-10-07,0.009818012828108683
2021-10-08,-0.0007245023757197501
2021-10-11,-0.005485239922874732
2021-10-12,-0.007832603916414632
2021-10-13,0.006744357102636441
2021-10-14,0.017966901776250935
2021-10-15,0.011594143602669438
2021-10-18,0.010684781061518718
2021-10-19,0.005119987521846793
2021-10-20,-0.00452298481682057
2021-10-21,0.0047401803777536305
2021-10-22,-0.017689863420156188
2021-10-25,-0.0022760283919895036
2021-10-26,0.010264571206663893
2021-10-27,0.022838787833460862
2021-10-28,0.010405186479722542
2021-10-29,-0.0007376669681706293
2021-11-01,-0.014969551504713385
2021-11-02,0.0075558690932754635
2021-11-03,0.010405224521556632
2021-11-04,0.010552393453182332
2021-11-05,0.004596068584779737
2021-11-08,-0.002541850811208565
2021-11-09,0.005827489610650293
2021-11-10,-0.02050189053900825
2021-11-11,0.00024000526494667544
2021-11-12,0.015470633803090751
2021-11-15,0.0006050219703150646
2021-11-16,0.0028839024201468342
2021-11-17,0.005132698675585299
2021-11-18,0.021771639699351288
2021-11-19,0.0027044925901835515
2021-11-22,-0.013289281049865174
2021-11-23,-0.0013499714215765186
2021-11-24,0.0015946276122561437
2021-11-26,-0.026393493912269736
2021-11-29,0.020476850744484933
2021-11-30,-0.006929377931266571
2021-12-01,-0.007241004855325089
2021-12-02,0.0009239292571539158
2021-12-03,-0.013090287316769828
2021-12-06,0.012546798519927991
2021-12-07,0.029295540845383664
2021-12-08,0.007211767058316661
2021-12-09,-0.005905332434000636
2021-12-10,0.011679615925415325
2021-12-13,-0.015095060989697168
2021-12-14,-0.014311675237527752
2021-12-15,0.022317939861790016
2021-12-16,-0.02733062706117031
2021-12-17,-0.005539573778489178
2021-12-20,-0.009627319020603906
2021-12-21,0.018645880768982
2021-12-22,0.014258044440598288
2021-12-23,0.0029255892874469943
2021-12-27,0.011034979454287212
2021-12-28,-0.0029367226891572154
2021-12-29,-0.0015645670930816507
2021-12-30,-0.005179859953678425
2021-12-31,-0.008295933573335822
2022-01-03,0.01071432531105003
2022-01-04,-0.012805019456346739
2022-01-05,-0.033035055974635304
2022-01-06,-0.007925167600177833
2022-01-07,-0.0020292243078131166
2022-01-10,0.001561192177997613
2022-01-11,0.012570322817533624
2022-01-12,0.006018391688387377
